time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-04 15:15:26.294757,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:28.433924,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:30.703337,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:32.967315,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:35.351502,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:37.653880,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:39.876770,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:42.215677,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:44.477381,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:46.729554,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:48.943548,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:51.258232,0.5,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:54.323341,1.2,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:56.583415,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:58.836863,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:01.525156,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:03.665430,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:05.742113,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:07.868732,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:09.995895,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:12.128985,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:14.234265,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:16.278976,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:18.577012,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:20.794923,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:23.049123,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:25.483665,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:28.215535,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:30.819994,0.4,4 4 4 4 4,1 1 1 1 1,2
